class_name,category,sampling_category,eligible,review_required,exclusion_reasons,review_reasons,overflow_risk,has_if,has_loop,estimated_loop_depth,has_array,has_recursion,method_count
VolumeCylinder,sequential,sequential,False,True,declares boxed primitive values,review floating-point semantics,possible,False,False,0,False,False,1
MultipleToSingle,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,low,False,True,1,True,False,1
ReOrder,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MaxPathSum,nested,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
EvenPosition,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
SumRangeList,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
Gcd,branch,recursive,True,False,,,possible,True,False,0,False,True,1
LeftRotate,nested,nested,False,False,uses Java strings; creates Java objects,,possible,True,True,2,True,False,1
MergeDict,single_path_loop,single_path_loop,False,False,uses Java strings; uses Java collections,,low,False,True,1,False,False,0
FirstDigit,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
Array3d,nested,nested,False,False,uses Java strings; creates Java objects,,possible,False,True,2,True,False,1
LateralsurfaceCube,branch,branch,True,False,,,possible,True,False,0,False,False,1
LargestNeg,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
BinaryToInteger,single_path_loop,single_path_loop,False,True,uses Java strings,check bitwise and shift translation,possible,False,True,1,True,False,1
GetOddOccurrence,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
NumPosition,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
Solve,nested,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
Smartnumber,branch,recursive,True,False,,,possible,True,False,0,False,True,1
ExtractRear,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
FirstMissingPositive,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
BinomialProbability,single_path_loop,single_path_loop,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,True,1,False,False,1
MaxSumList,nested,nested,True,False,,,possible,True,True,2,True,False,1
VolumeCube,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
RemoveTuple,single_path_loop,single_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,False,True,1,True,False,1
CheckEquilateral,branch,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
FrequencyLists,nested,nested,False,False,uses Java collections,,possible,False,True,2,True,False,0
MinDifference,multi_path_loop,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
AsciiValue,branch,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
FindMax,branch,recursive,True,True,,check the corresponding C math-library operation,possible,True,False,0,True,True,1
PassValidity,branch,branch,False,False,uses Java strings; declares boxed primitive values,,low,True,False,0,False,False,1
FindFixedPoint,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
Lbs,nested,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
LastDigit,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
TetrahedralNumber,single_path_loop,single_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,False,True,1,True,False,1
SortedModels,sequential,sequential,False,False,uses Java strings; uses Java collections; uses streams or lambdas; uses Object values,,low,False,False,0,True,False,0
DivOfNums,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ReturnSum,single_path_loop,single_path_loop,False,False,uses Java strings; uses Java collections,,possible,False,True,1,False,False,1
IsSublist,nested,nested,False,True,declares boxed primitive values,review nontrivial loop control,possible,True,True,2,True,False,1
AverageTuple,nested,nested,True,True,,review floating-point semantics,possible,False,True,2,True,False,1
ExtractElements,nested,nested,False,True,uses Java collections,review nontrivial loop control,possible,True,True,2,True,False,1
FindDivisor,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
DivisionElements,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CheckElement,multi_path_loop,recursive,False,True,declares boxed primitive values; uses Object values,review helper-method translation,low,True,True,1,True,True,2
HammingDistance,multi_path_loop,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
RemoveKthElement,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CountNo,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
FlattenTuple,nested,nested,False,False,uses Java strings; creates Java objects,,low,False,True,2,True,False,1
MaxSumSubseq,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
CheckMonthnum,branch,branch,False,False,uses Java strings; declares boxed primitive values,,low,True,False,0,False,False,1
AddKElement,nested,nested,True,False,,,possible,False,True,2,True,False,1
MaxSumPairDiffLessthanK,multi_path_loop,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
CheckVow,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
ConcatenateElements,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,low,False,True,1,True,False,1
FindLength,multi_path_loop,multi_path_loop,False,True,uses Java strings,check the corresponding C math-library operation,possible,True,True,1,False,False,1
CountX,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MinVal,multi_path_loop,multi_path_loop,False,True,uses Object values,check the corresponding C math-library operation,low,True,True,1,True,False,1
AverageEven,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
BellNumber,nested,nested,True,False,,,possible,False,True,2,True,False,1
Zigzag,branch,recursive,True,False,,,possible,True,False,0,False,True,1
MoveZero,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
AddDict,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections,,possible,True,True,1,False,False,0
CheckTriangle,branch,branch,False,True,uses Java strings,review floating-point semantics; check the corresponding C math-library operation,possible,True,False,0,False,False,1
CheckTriplet,nested,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
SwapNumbers,sequential,sequential,True,False,,,low,False,False,0,True,False,1
MaxOfNth,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
Lps,nested,nested,False,True,uses Java strings,check the corresponding C math-library operation,possible,True,True,2,True,False,1
CheckSubstring,sequential,sequential,False,False,uses Java strings,,possible,False,False,0,False,False,1
MaxOccurrences,multi_path_loop,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
CheckTypeOfTriangle,branch,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
LcsOfThree,nested,nested,False,True,uses Java strings,check the corresponding C math-library operation,possible,True,True,2,True,False,1
FindCombinations,nested,nested,True,False,,,possible,False,True,2,True,False,1
IsCoprime,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
CheckIp,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
MaxVolume,nested,nested,True,False,,,possible,True,True,2,False,False,1
RearrangeNumbs,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
NoOfTriangle,branch,branch,True,False,,,possible,True,False,0,False,False,1
SmallestMissing,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ExtractColumn,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
ComputeLastDigit,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
FindMinSwaps,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FindLongestConseqSubseq,multi_path_loop,multi_path_loop,True,True,,check the corresponding C math-library operation; review nontrivial loop control,possible,True,True,1,True,False,1
CheckTuples,multi_path_loop,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,low,True,True,1,True,False,1
First,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CheckMonthnumber,branch,branch,False,False,uses Java strings; declares boxed primitive values,,low,True,False,0,False,False,1
AllBitsSetInTheGivenRange,multi_path_loop,multi_path_loop,False,True,uses Java strings; declares boxed primitive values,check bitwise and shift translation,possible,True,True,1,True,False,1
DoesContainB,branch,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
InsertElement,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
MaxOfThree,sequential,sequential,True,False,,,low,False,False,0,False,False,1
OppositeSigns,sequential,sequential,False,False,declares boxed primitive values,,possible,False,False,0,False,False,1
IsPerfectSquare,branch,branch,False,True,declares boxed primitive values,check the corresponding C math-library operation,possible,True,False,0,False,False,1
UnionElements,single_path_loop,single_path_loop,False,False,uses Java collections,,possible,False,True,1,True,False,1
FrequencyOfLargest,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FindExtra,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
NthNums,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
DropEmpty,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections,,low,True,True,1,False,False,0
FindProduct,multi_path_loop,multi_path_loop,False,True,uses Java collections,review nontrivial loop control,possible,True,True,1,True,False,1
BigDiff,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FindDiff,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SumGp,branch,recursive,True,False,,,possible,True,False,0,False,True,1
MinSumPath,nested,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
FindStarNum,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
NextPerfectSquare,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
CountNum,multi_path_loop,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
CapitalizeFirstLastLetters,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
MaxVal,multi_path_loop,multi_path_loop,False,True,uses Object values,check the corresponding C math-library operation,low,True,True,1,True,False,1
MergeSort,multi_path_loop,recursive,True,True,,review helper-method translation,possible,True,True,1,True,True,2
TextMatchZeroOne,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
DecreasingTrend,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
CountHexadecimal,nested,nested,False,False,uses Java strings,,possible,True,True,2,False,False,1
DealnnoyNum,branch,recursive,True,False,,,possible,True,False,0,False,True,1
SubList,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
RoadRd,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
IntersectionArray,multi_path_loop,multi_path_loop,False,False,uses Java collections; uses streams or lambdas,,low,True,True,1,True,False,1
MaxAbsDiff,multi_path_loop,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
IsSubset,multi_path_loop,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
RemoveDuplicate,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections; creates Java objects,,low,True,True,1,True,False,1
TotalHammingDistance,single_path_loop,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,False,False,1
MergeDictionaries,single_path_loop,single_path_loop,False,False,uses Java strings; uses Java collections,,low,False,True,1,False,False,0
CheckMonthnumberNumber,branch,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
SortByDnf,nested,nested,True,False,,,possible,False,True,2,True,False,1
ReverseListLists,nested,nested,True,False,,,possible,False,True,2,True,False,1
CenteredHexagonalNumber,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
GetTotalNumberOfSequences,nested,nested,True,False,,,possible,True,True,2,True,False,1
RemoveListRange,multi_path_loop,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
FindMaxVal,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
Lcm,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
LengthOfLastWord,branch,branch,False,False,uses Java strings,,possible,True,False,0,True,False,1
RemoveOdd,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
CheckTuplex,branch,branch,False,False,declares boxed primitive values; uses Object values,,low,True,False,0,False,False,1
GetGcd,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ToggleString,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
SumInRange,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
CommonInNestedLists,nested,nested,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,2,True,False,1
TextMatchThree,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
GetInvCount,nested,nested,True,False,,,possible,True,True,2,True,False,1
MultiplyInt,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
MultiList,nested,nested,False,True,uses Java collections,check bitwise and shift translation,possible,False,True,2,False,False,0
RadixSort,nested,nested,True,False,,,possible,True,True,2,True,False,1
IsNumKeith,nested,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
ArmstrongNumber,single_path_loop,single_path_loop,False,True,declares boxed primitive values,check the corresponding C math-library operation,possible,False,True,1,False,False,1
Maximum,sequential,sequential,True,False,,,low,False,False,0,False,False,1
GetFirstSetBitPos,single_path_loop,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,False,False,1
MultiplyNum,single_path_loop,single_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,False,True,1,True,False,1
LateralsurfaceCuboid,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
FrequencyOfSmallest,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MaximizeElements,nested,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
BabylonianSquareroot,multi_path_loop,multi_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,True,True,1,False,False,1
InversionElements,single_path_loop,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,True,False,1
FindMinSum,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
IsIsomorphic,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections; declares boxed primitive values,,possible,True,True,1,False,False,1
FindFirstMissing,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SurfaceareaSphere,sequential,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
LargestPalindrome,multi_path_loop,recursive,False,True,uses Java strings,check the corresponding C math-library operation; review helper-method translation,possible,True,True,1,True,True,2
CountSquares,branch,branch,True,False,,,possible,True,False,0,False,False,1
CountSetBits,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
MinFlipToMakeStringAlternate,multi_path_loop,recursive,False,True,uses Java strings,check the corresponding C math-library operation; review helper-method translation,possible,True,True,1,False,True,3
GetPosition,multi_path_loop,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
CheckSmaller,multi_path_loop,multi_path_loop,False,True,declares boxed primitive values; uses Java exceptions; creates Java objects,review nontrivial loop control,possible,True,True,1,True,False,1
SurfaceareaCuboid,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
CountReversePairs,nested,recursive,False,True,uses Java strings; creates Java objects,review helper-method translation,possible,True,True,2,True,True,2
FindMin,branch,recursive,True,False,,,possible,True,False,0,True,True,1
ReplaceMaxSpecialchar,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
ExtractIndexList,multi_path_loop,multi_path_loop,False,False,uses Java collections; uses streams or lambdas,,possible,True,True,1,True,False,1
GetPairsCount,nested,nested,True,False,,,possible,True,True,2,True,False,1
RemoveEmpty,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections; uses Object values,,low,True,True,1,False,False,0
RoundNum,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
IsKeyPresent,branch,branch,False,False,uses Java collections; declares boxed primitive values,,low,True,False,0,False,False,1
CountUnsetBits,nested,nested,True,True,,check bitwise and shift translation,possible,True,True,2,False,False,1
EvenBitSetNumber,multi_path_loop,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
SplitUpperstring,single_path_loop,single_path_loop,False,False,uses Java strings; uses Java collections,,low,False,True,1,True,False,0
SumNegativenum,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SurfaceareaCone,sequential,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
MaxPrimeFactors,nested,nested,True,False,,,possible,False,True,2,False,False,1
MaxSumOfThreeConsecutive,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
RemovezeroIp,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
LargestSubset,nested,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
MinCoins,multi_path_loop,recursive,True,False,,,possible,True,True,1,True,True,1
CountRotation,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
JacobsthalNum,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
ChineseZodiac,sequential,sequential,False,False,uses Java strings,,possible,False,False,0,True,False,1
SumDiv,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
LeftInsertion,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CheckAbundant,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
NewmanPrime,branch,recursive,True,False,,,possible,True,False,0,False,True,1
FindFirstDuplicate,multi_path_loop,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
CountFirstElements,multi_path_loop,multi_path_loop,False,False,uses Object values,,possible,True,True,1,True,False,1
Difference,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
RemoveNegs,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ListToFloat,nested,nested,False,False,uses Java strings; uses boxed primitive operations; creates Java objects,,possible,True,True,2,True,False,1
AddStr,single_path_loop,single_path_loop,False,False,uses Java strings; uses Object values; creates Java objects,,possible,False,True,1,True,False,1
PermuteString,nested,recursive,False,False,uses Java strings; creates Java objects,,possible,True,True,2,True,True,1
IsAllowedSpecificChar,sequential,sequential,False,False,uses Java strings; declares boxed primitive values,,low,False,False,0,False,False,1
CheckKElements,nested,nested,False,False,declares boxed primitive values,,low,True,True,2,True,False,1
TupleToFloat,sequential,sequential,False,False,declares boxed primitive values; uses boxed primitive operations,,possible,False,False,0,True,False,1
EvenBinomialCoeffSum,nested,nested,True,False,,,possible,False,True,2,True,False,1
VolumeSphere,sequential,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
StringToList,sequential,sequential,False,False,uses Java strings,,low,False,False,0,True,False,1
ExtractEven,multi_path_loop,recursive,False,False,uses Java collections; uses Object values,,possible,True,True,1,True,True,1
MinCost,nested,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
NoprofitNoloss,branch,branch,False,False,declares boxed primitive values,,possible,True,False,0,False,False,1
FloatToTuple,single_path_loop,single_path_loop,False,True,uses Java strings,review floating-point semantics,possible,False,True,1,True,False,1
RemoveMatchingTuple,nested,nested,False,False,uses Java strings; uses Java collections; creates Java objects,,low,True,True,2,True,False,1
VolumeCuboid,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
CheckNone,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
SetBitNumber,sequential,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
CheckLiterals,multi_path_loop,multi_path_loop,False,True,uses Java strings,review nontrivial loop control,possible,True,True,1,True,False,1
RemoveDirtyChars,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
SurfaceareaCylinder,sequential,sequential,False,True,declares boxed primitive values,review floating-point semantics,possible,False,False,0,False,False,1
ParallelLines,sequential,sequential,False,False,declares boxed primitive values,,possible,False,False,0,True,False,1
CountDigit,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
LastTwoDigits,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
MinNum,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
IndexMinimum,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Object values,,possible,True,True,1,True,False,1
IsAbundant,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
ReArrangeTuples,nested,nested,True,True,,review nontrivial loop control,possible,True,True,2,True,False,1
SumDigits,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
MaxSum,nested,nested,False,True,uses streams or lambdas,check the corresponding C math-library operation,possible,True,True,2,True,False,1
PerfectSquares,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
RecurGcd,branch,recursive,True,False,,,possible,True,False,0,False,True,1
SortSublists,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
CheckEquality,branch,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
Extract,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CheckGreater,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values; uses Java exceptions; creates Java objects,,possible,True,True,1,True,False,1
IndexMultiplication,nested,nested,True,False,,,possible,False,True,2,True,False,1
ReverseWords,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
IsMajority,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
FirstEven,multi_path_loop,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
GetCarol,sequential,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
LowerCtr,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
FirstOdd,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FreqCount,single_path_loop,single_path_loop,False,False,uses Java collections,,possible,False,True,1,True,False,0
EvenBitToggleNumber,multi_path_loop,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
FirstRepeatedChar,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections,,possible,True,True,1,False,False,1
JacobsthalLucas,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
DigitDistanceNums,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,False,False,1
FindRectNum,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
IsUpper,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
SumColumn,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
OddLengthSum,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
AreaTrapezium,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
InterleaveLists,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
GetPerrin,branch,recursive,True,False,,,possible,True,False,0,False,True,1
BinomialCoeff,single_path_loop,single_path_loop,True,False,,,possible,True,True,1,False,False,1
IsValidUrl,sequential,sequential,False,False,uses Java strings; declares boxed primitive values,,possible,False,False,0,False,False,1
LargestPos,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
StrToTuple,single_path_loop,single_path_loop,False,False,uses Java strings,,possible,False,True,1,True,False,1
GetMaxOccuringChar,nested,nested,False,False,uses Java strings,,possible,True,True,2,False,False,1
PreviousPalindrome,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
SortMatrix,single_path_loop,single_path_loop,False,False,declares boxed primitive values; uses streams or lambdas; creates Java objects,,possible,True,True,1,True,False,1
RemoveWhitespaces,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
DivEvenOdd,multi_path_loop,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
FindExponentio,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
MaxLenSub,nested,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
IncreasingTrend,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
TextMatchWord,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
DigLet,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
SumOfOddFactors,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
MaxProduct,nested,nested,True,False,,,possible,True,True,2,True,False,1
OddEquivalent,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
NumberCtr,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
Removals,nested,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
FindIndex,sequential,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
AccessElements,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
MinJumps,nested,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
CountDuplic,multi_path_loop,multi_path_loop,False,True,uses Java collections,check bitwise and shift translation,possible,True,True,1,False,False,0
DogAge,branch,branch,True,False,,,possible,True,False,0,False,False,1
IsOdd,sequential,sequential,False,True,declares boxed primitive values,check bitwise and shift translation,low,False,False,0,False,False,1
SetToTuple,single_path_loop,single_path_loop,False,False,uses Java collections; declares boxed primitive values; creates Java objects,,possible,False,True,1,True,False,1
Areequivalent,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
ConcatenateNested,sequential,sequential,True,False,,,possible,False,False,0,True,False,1
FrontAndRear,sequential,sequential,True,False,,,possible,False,False,0,True,False,1
FirstRepeatedWord,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections,,low,True,True,1,True,False,1
SurfaceArea,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
BinaryToDecimal,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,False,False,1
GetEqual,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
TextStartaEndb,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
RearrangeBigger,multi_path_loop,multi_path_loop,False,True,uses Java strings; uses Object values; creates Java objects,review nontrivial loop control,possible,True,True,1,True,False,1
ReplaceSpaces,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
IsWordPresent,multi_path_loop,multi_path_loop,False,False,uses Java strings; declares boxed primitive values,,possible,True,True,1,True,False,1
FindOddPair,nested,nested,True,True,,check bitwise and shift translation,possible,True,True,2,True,False,1
GetChar,single_path_loop,single_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
AddConsecutiveNums,single_path_loop,single_path_loop,True,False,,,possible,True,True,1,True,False,1
Sumoffactors,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
FlattenList,multi_path_loop,recursive,False,True,uses Java collections; uses streams or lambdas; uses Object values,review helper-method translation,low,True,True,1,True,True,2
HighestPowerOf2,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
