class_name,category,eligible,review_required,exclusion_reasons,review_reasons,overflow_risk,has_if,has_loop,estimated_loop_depth,has_array,has_recursion,method_count
DivisionElements,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CheckElement,multi_path_loop,False,True,declares boxed primitive values; uses Object values,review helper-method translation,low,True,True,1,True,True,2
HammingDistance,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
RemoveKthElement,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CountNo,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
FlattenTuple,nested,False,False,uses Java strings; creates Java objects,,low,False,True,2,True,False,1
MaxSumSubseq,single_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
CheckMonthnum,branch,False,False,uses Java strings; declares boxed primitive values,,low,True,False,0,False,False,1
AddKElement,nested,True,False,,,possible,False,True,2,True,False,1
MaxSumPairDiffLessthanK,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
CheckVow,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
ConcatenateElements,single_path_loop,False,False,uses Java strings; creates Java objects,,low,False,True,1,True,False,1
FindLength,multi_path_loop,False,True,uses Java strings,check the corresponding C math-library operation,possible,True,True,1,False,False,1
CountX,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MinVal,multi_path_loop,False,True,uses Object values,check the corresponding C math-library operation,low,True,True,1,True,False,1
AverageEven,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
BellNumber,nested,True,False,,,possible,False,True,2,True,False,1
Zigzag,branch,True,False,,,possible,True,False,0,False,True,1
MoveZero,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
AddDict,multi_path_loop,False,False,uses Java strings; uses Java collections,,possible,True,True,1,False,False,0
CheckTriangle,branch,False,True,uses Java strings,review floating-point semantics; check the corresponding C math-library operation,possible,True,False,0,False,False,1
CheckTriplet,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
SwapNumbers,sequential,True,False,,,low,False,False,0,True,False,1
MaxOfNth,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
Lps,nested,False,True,uses Java strings,check the corresponding C math-library operation,possible,True,True,2,True,False,1
CheckSubstring,sequential,False,False,uses Java strings,,possible,False,False,0,False,False,1
MaxOccurrences,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
CheckTypeOfTriangle,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
LcsOfThree,nested,False,True,uses Java strings,check the corresponding C math-library operation,possible,True,True,2,True,False,1
FindCombinations,nested,True,False,,,possible,False,True,2,True,False,1
IsCoprime,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
CheckIp,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
MaxVolume,nested,True,False,,,possible,True,True,2,False,False,1
RearrangeNumbs,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
NoOfTriangle,branch,True,False,,,possible,True,False,0,False,False,1
SmallestMissing,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ExtractColumn,single_path_loop,True,False,,,possible,False,True,1,True,False,1
ComputeLastDigit,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
FindMinSwaps,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FindLongestConseqSubseq,multi_path_loop,True,True,,check the corresponding C math-library operation; review nontrivial loop control,possible,True,True,1,True,False,1
CheckTuples,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,low,True,True,1,True,False,1
First,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CheckMonthnumber,branch,False,False,uses Java strings; declares boxed primitive values,,low,True,False,0,False,False,1
AllBitsSetInTheGivenRange,multi_path_loop,False,True,uses Java strings; declares boxed primitive values,check bitwise and shift translation,possible,True,True,1,True,False,1
DoesContainB,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
InsertElement,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
MaxOfThree,sequential,True,False,,,low,False,False,0,False,False,1
OppositeSigns,sequential,False,False,declares boxed primitive values,,possible,False,False,0,False,False,1
IsPerfectSquare,branch,False,True,declares boxed primitive values,check the corresponding C math-library operation,possible,True,False,0,False,False,1
UnionElements,single_path_loop,False,False,uses Java collections,,possible,False,True,1,True,False,1
FrequencyOfLargest,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FindExtra,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
NthNums,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
DropEmpty,multi_path_loop,False,False,uses Java strings; uses Java collections,,low,True,True,1,False,False,0
FindProduct,multi_path_loop,False,True,uses Java collections,review nontrivial loop control,possible,True,True,1,True,False,1
BigDiff,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FindDiff,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SumGp,branch,True,False,,,possible,True,False,0,False,True,1
MinSumPath,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
FindStarNum,sequential,True,False,,,possible,False,False,0,False,False,1
NextPerfectSquare,single_path_loop,True,False,,,possible,False,True,1,False,False,1
CountNum,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
CapitalizeFirstLastLetters,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
MaxVal,multi_path_loop,False,True,uses Object values,check the corresponding C math-library operation,low,True,True,1,True,False,1
MergeSort,multi_path_loop,True,True,,review helper-method translation,possible,True,True,1,True,True,2
TextMatchZeroOne,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
DecreasingTrend,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
CountHexadecimal,nested,False,False,uses Java strings,,possible,True,True,2,False,False,1
DealnnoyNum,branch,True,False,,,possible,True,False,0,False,True,1
SubList,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
RoadRd,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
IntersectionArray,multi_path_loop,False,False,uses Java collections; uses streams or lambdas,,low,True,True,1,True,False,1
MaxAbsDiff,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
IsSubset,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
RemoveDuplicate,multi_path_loop,False,False,uses Java strings; uses Java collections; creates Java objects,,low,True,True,1,True,False,1
TotalHammingDistance,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,False,False,1
MergeDictionaries,single_path_loop,False,False,uses Java strings; uses Java collections,,low,False,True,1,False,False,0
CheckMonthnumberNumber,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
SortByDnf,nested,True,False,,,possible,False,True,2,True,False,1
ReverseListLists,nested,True,False,,,possible,False,True,2,True,False,1
CenteredHexagonalNumber,single_path_loop,True,False,,,possible,False,True,1,False,False,1
GetTotalNumberOfSequences,nested,True,False,,,possible,True,True,2,True,False,1
RemoveListRange,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
FindMaxVal,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
Lcm,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
LengthOfLastWord,branch,False,False,uses Java strings,,possible,True,False,0,True,False,1
RemoveOdd,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
CheckTuplex,branch,False,False,declares boxed primitive values; uses Object values,,low,True,False,0,False,False,1
GetGcd,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ToggleString,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
SumInRange,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
CommonInNestedLists,nested,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,2,True,False,1
TextMatchThree,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
GetInvCount,nested,True,False,,,possible,True,True,2,True,False,1
MultiplyInt,sequential,True,False,,,possible,False,False,0,False,False,1
MultiList,nested,False,True,uses Java collections,check bitwise and shift translation,possible,False,True,2,False,False,0
RadixSort,nested,True,False,,,possible,True,True,2,True,False,1
IsNumKeith,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
ArmstrongNumber,single_path_loop,False,True,declares boxed primitive values,check the corresponding C math-library operation,possible,False,True,1,False,False,1
Maximum,sequential,True,False,,,low,False,False,0,False,False,1
GetFirstSetBitPos,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,False,False,1
MultiplyNum,single_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,False,True,1,True,False,1
LateralsurfaceCuboid,sequential,True,False,,,possible,False,False,0,False,False,1
FrequencyOfSmallest,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MaximizeElements,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
BabylonianSquareroot,multi_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,True,True,1,False,False,1
InversionElements,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,True,False,1
FindMinSum,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
IsIsomorphic,multi_path_loop,False,False,uses Java strings; uses Java collections; declares boxed primitive values,,possible,True,True,1,False,False,1
FindFirstMissing,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SurfaceareaSphere,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
LargestPalindrome,multi_path_loop,False,True,uses Java strings,check the corresponding C math-library operation; review helper-method translation,possible,True,True,1,True,True,2
CountSquares,branch,True,False,,,possible,True,False,0,False,False,1
CountSetBits,single_path_loop,True,False,,,possible,False,True,1,False,False,1
MinFlipToMakeStringAlternate,multi_path_loop,False,True,uses Java strings,check the corresponding C math-library operation; review helper-method translation,possible,True,True,1,False,True,3
GetPosition,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
CheckSmaller,multi_path_loop,False,True,declares boxed primitive values; uses Java exceptions; creates Java objects,review nontrivial loop control,possible,True,True,1,True,False,1
SurfaceareaCuboid,sequential,True,False,,,possible,False,False,0,False,False,1
CountReversePairs,nested,False,True,uses Java strings; creates Java objects,review helper-method translation,possible,True,True,2,True,True,2
FindMin,branch,True,False,,,possible,True,False,0,True,True,1
ReplaceMaxSpecialchar,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
ExtractIndexList,multi_path_loop,False,False,uses Java collections; uses streams or lambdas,,possible,True,True,1,True,False,1
GetPairsCount,nested,True,False,,,possible,True,True,2,True,False,1
RemoveEmpty,multi_path_loop,False,False,uses Java strings; uses Java collections; uses Object values,,low,True,True,1,False,False,0
RoundNum,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
IsKeyPresent,branch,False,False,uses Java collections; declares boxed primitive values,,low,True,False,0,False,False,1
CountUnsetBits,nested,True,True,,check bitwise and shift translation,possible,True,True,2,False,False,1
EvenBitSetNumber,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
SplitUpperstring,single_path_loop,False,False,uses Java strings; uses Java collections,,low,False,True,1,True,False,0
SumNegativenum,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SurfaceareaCone,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
MaxPrimeFactors,nested,True,False,,,possible,False,True,2,False,False,1
MaxSumOfThreeConsecutive,single_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
RemovezeroIp,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
LargestSubset,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
MinCoins,multi_path_loop,True,False,,,possible,True,True,1,True,True,1
CountRotation,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
JacobsthalNum,single_path_loop,True,False,,,possible,False,True,1,True,False,1
ChineseZodiac,sequential,False,False,uses Java strings,,possible,False,False,0,True,False,1
SumDiv,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
LeftInsertion,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CheckAbundant,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
NewmanPrime,branch,True,False,,,possible,True,False,0,False,True,1
FindFirstDuplicate,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
CountFirstElements,multi_path_loop,False,False,uses Object values,,possible,True,True,1,True,False,1
Difference,single_path_loop,True,False,,,possible,False,True,1,False,False,1
RemoveNegs,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
ListToFloat,nested,False,False,uses Java strings; uses boxed primitive operations; creates Java objects,,possible,True,True,2,True,False,1
AddStr,single_path_loop,False,False,uses Java strings; uses Object values; creates Java objects,,possible,False,True,1,True,False,1
PermuteString,nested,False,False,uses Java strings; creates Java objects,,possible,True,True,2,True,True,1
IsAllowedSpecificChar,sequential,False,False,uses Java strings; declares boxed primitive values,,low,False,False,0,False,False,1
CheckKElements,nested,False,False,declares boxed primitive values,,low,True,True,2,True,False,1
TupleToFloat,sequential,False,False,declares boxed primitive values; uses boxed primitive operations,,possible,False,False,0,True,False,1
EvenBinomialCoeffSum,nested,True,False,,,possible,False,True,2,True,False,1
VolumeSphere,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
StringToList,sequential,False,False,uses Java strings,,low,False,False,0,True,False,1
ExtractEven,multi_path_loop,False,False,uses Java collections; uses Object values,,possible,True,True,1,True,True,1
MinCost,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
NoprofitNoloss,branch,False,False,declares boxed primitive values,,possible,True,False,0,False,False,1
FloatToTuple,single_path_loop,False,True,uses Java strings,review floating-point semantics,possible,False,True,1,True,False,1
RemoveMatchingTuple,nested,False,False,uses Java strings; uses Java collections; creates Java objects,,low,True,True,2,True,False,1
VolumeCuboid,sequential,True,False,,,possible,False,False,0,False,False,1
CheckNone,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
SetBitNumber,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
CheckLiterals,multi_path_loop,False,True,uses Java strings,review nontrivial loop control,possible,True,True,1,True,False,1
RemoveDirtyChars,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
SurfaceareaCylinder,sequential,False,True,declares boxed primitive values,review floating-point semantics,possible,False,False,0,False,False,1
ParallelLines,sequential,False,False,declares boxed primitive values,,possible,False,False,0,True,False,1
CountDigit,single_path_loop,True,False,,,possible,False,True,1,False,False,1
LastTwoDigits,single_path_loop,True,False,,,possible,False,True,1,False,False,1
MinNum,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
IndexMinimum,multi_path_loop,False,False,uses Java strings; uses Object values,,possible,True,True,1,True,False,1
IsAbundant,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
ReArrangeTuples,nested,True,True,,review nontrivial loop control,possible,True,True,2,True,False,1
SumDigits,single_path_loop,True,False,,,possible,False,True,1,False,False,1
MaxSum,nested,False,True,uses streams or lambdas,check the corresponding C math-library operation,possible,True,True,2,True,False,1
PerfectSquares,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
RecurGcd,branch,True,False,,,possible,True,False,0,False,True,1
SortSublists,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
CheckEquality,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
Extract,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CheckGreater,multi_path_loop,False,False,declares boxed primitive values; uses Java exceptions; creates Java objects,,possible,True,True,1,True,False,1
IndexMultiplication,nested,True,False,,,possible,False,True,2,True,False,1
ReverseWords,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
IsMajority,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
FirstEven,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
GetCarol,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
LowerCtr,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
FirstOdd,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
FreqCount,single_path_loop,False,False,uses Java collections,,possible,False,True,1,True,False,0
EvenBitToggleNumber,multi_path_loop,True,True,,check bitwise and shift translation,possible,True,True,1,False,False,1
FirstRepeatedChar,multi_path_loop,False,False,uses Java strings; uses Java collections,,possible,True,True,1,False,False,1
JacobsthalLucas,single_path_loop,True,False,,,possible,False,True,1,True,False,1
DigitDistanceNums,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,False,False,1
FindRectNum,sequential,True,False,,,possible,False,False,0,False,False,1
IsUpper,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
SumColumn,single_path_loop,True,False,,,possible,False,True,1,True,False,1
OddLengthSum,single_path_loop,True,False,,,possible,False,True,1,True,False,1
AreaTrapezium,sequential,True,False,,,possible,False,False,0,False,False,1
InterleaveLists,single_path_loop,True,False,,,possible,False,True,1,True,False,1
GetPerrin,branch,True,False,,,possible,True,False,0,False,True,1
BinomialCoeff,single_path_loop,True,False,,,possible,True,True,1,False,False,1
IsValidUrl,sequential,False,False,uses Java strings; declares boxed primitive values,,possible,False,False,0,False,False,1
LargestPos,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
StrToTuple,single_path_loop,False,False,uses Java strings,,possible,False,True,1,True,False,1
GetMaxOccuringChar,nested,False,False,uses Java strings,,possible,True,True,2,False,False,1
PreviousPalindrome,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
SortMatrix,single_path_loop,False,False,declares boxed primitive values; uses streams or lambdas; creates Java objects,,possible,True,True,1,True,False,1
RemoveWhitespaces,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
DivEvenOdd,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
FindExponentio,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
MaxLenSub,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
IncreasingTrend,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
TextMatchWord,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
DigLet,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
SumOfOddFactors,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
MaxProduct,nested,True,False,,,possible,True,True,2,True,False,1
OddEquivalent,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
NumberCtr,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
Removals,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
FindIndex,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
AccessElements,single_path_loop,True,False,,,possible,False,True,1,True,False,1
MinJumps,nested,True,True,,check the corresponding C math-library operation,possible,True,True,2,True,False,1
CountDuplic,multi_path_loop,False,True,uses Java collections,check bitwise and shift translation,possible,True,True,1,False,False,0
DogAge,branch,True,False,,,possible,True,False,0,False,False,1
IsOdd,sequential,False,True,declares boxed primitive values,check bitwise and shift translation,low,False,False,0,False,False,1
SetToTuple,single_path_loop,False,False,uses Java collections; declares boxed primitive values; creates Java objects,,possible,False,True,1,True,False,1
Areequivalent,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
ConcatenateNested,sequential,True,False,,,possible,False,False,0,True,False,1
FrontAndRear,sequential,True,False,,,possible,False,False,0,True,False,1
FirstRepeatedWord,multi_path_loop,False,False,uses Java strings; uses Java collections,,low,True,True,1,True,False,1
SurfaceArea,sequential,True,False,,,possible,False,False,0,False,False,1
BinaryToDecimal,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,False,False,1
GetEqual,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
TextStartaEndb,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
RearrangeBigger,multi_path_loop,False,True,uses Java strings; uses Object values; creates Java objects,review nontrivial loop control,possible,True,True,1,True,False,1
ReplaceSpaces,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
IsWordPresent,multi_path_loop,False,False,uses Java strings; declares boxed primitive values,,possible,True,True,1,True,False,1
FindOddPair,nested,True,True,,check bitwise and shift translation,possible,True,True,2,True,False,1
GetChar,single_path_loop,False,False,uses Java strings,,possible,True,True,1,False,False,1
AddConsecutiveNums,single_path_loop,True,False,,,possible,True,True,1,True,False,1
Sumoffactors,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
FlattenList,multi_path_loop,False,True,uses Java collections; uses streams or lambdas; uses Object values,review helper-method translation,low,True,True,1,True,True,2
HighestPowerOf2,single_path_loop,True,False,,,possible,False,True,1,False,False,1
FindMaxNum,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
FindPoints,branch,True,True,,check the corresponding C math-library operation,low,True,False,0,True,False,1
CheckValue,multi_path_loop,False,False,uses Java strings; uses Java collections; declares boxed primitive values,,low,True,True,1,False,False,1
CheckOddParity,sequential,False,False,declares boxed primitive values,,possible,False,False,0,False,False,1
TextMatchWordz,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
AreEqual,single_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
CountWays,single_path_loop,True,False,,,possible,False,True,1,True,False,1
FindDemlo,single_path_loop,False,False,uses Java strings,,possible,False,True,1,False,False,1
EndNum,branch,False,False,uses Java strings; declares boxed primitive values,,possible,True,False,0,False,False,1
GetNumber,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CountNoOfWays,single_path_loop,True,False,,,possible,False,True,1,True,False,1
FindSum,multi_path_loop,False,False,uses streams or lambdas,,possible,True,True,1,True,False,1
FindKProduct,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CheckValid,multi_path_loop,False,False,declares boxed primitive values,,low,True,True,1,True,False,1
IntToRoman,nested,False,False,uses Java strings; creates Java objects,,possible,False,True,2,True,False,1
Perimeter,sequential,True,False,,,possible,False,False,0,False,False,1
Sum,nested,True,False,,,possible,True,True,2,True,False,1
ReverseVowels,nested,False,False,uses Java strings; creates Java objects,,possible,False,True,2,True,False,1
DiscriminantValue,branch,False,False,uses Java strings; uses Java collections; uses Object values,,possible,True,False,0,False,False,0
DivisibleByDigits,nested,True,True,,review nontrivial loop control,possible,True,True,2,True,False,1
MultiplyElements,single_path_loop,True,False,,,possible,True,True,1,True,False,1
SmallestDivisor,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
RearExtract,single_path_loop,False,False,uses Object values,,possible,False,True,1,True,False,1
CheckEmail,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
FindLongestRepeatingSubseq,multi_path_loop,False,True,uses Java strings; uses Java collections,check the corresponding C math-library operation,possible,True,True,1,False,False,1
RemoveLength,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
FindVolume,sequential,True,False,,,possible,False,False,0,False,False,1
IsTwoAlter,multi_path_loop,False,False,uses Java strings; declares boxed primitive values,,possible,True,True,1,False,False,1
SurfaceareaCube,sequential,True,False,,,possible,False,False,0,False,False,1
IsMonotonic,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
EvenPowerSum,single_path_loop,True,False,,,possible,False,True,1,False,False,1
GetMaxSum,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
GetItem,branch,False,False,uses Java strings; uses Object values,,possible,True,False,0,True,False,1
RemoveElements,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
OccuranceSubstring,multi_path_loop,False,False,uses Java strings; uses Object values; creates Java objects,,possible,True,True,1,True,False,1
FindTripletArray,nested,True,False,,,possible,True,True,2,True,False,1
ProductEqual,multi_path_loop,False,False,uses Java strings; declares boxed primitive values,,possible,True,True,1,False,False,1
CheckIdentical,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
SpecifiedElement,single_path_loop,True,False,,,possible,False,True,1,True,False,1
SmallestNum,multi_path_loop,False,False,uses Java exceptions; creates Java objects,,possible,True,True,1,True,False,1
MultiplyList,single_path_loop,True,False,,,possible,False,True,1,True,False,1
OddDays,branch,True,False,,,possible,True,False,0,False,False,1
AllUnique,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,low,True,True,1,True,False,1
SumSquare,branch,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,True,False,0,False,False,1
FindNthDigit,single_path_loop,True,False,,,possible,False,True,1,False,False,1
RemoveColumn,nested,True,False,,,possible,True,True,2,True,False,1
FindCharLong,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
ValidityTriangle,branch,False,False,declares boxed primitive values,,possible,True,False,0,False,False,1
SplitList,sequential,False,False,uses Java strings,,low,False,False,0,True,False,1
CountList,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SumSeries,single_path_loop,True,False,,,possible,False,True,1,False,False,1
Subset,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
CubeSum,single_path_loop,True,False,,,possible,False,True,1,False,False,1
FirstElement,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
CountTuplex,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
RemoveParenthesis,branch,False,False,uses Java strings,,low,True,False,0,True,False,1
CheckSubset,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
BitwiseXor,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,True,False,1
SumOfPrimes,nested,True,False,,,possible,True,True,2,True,False,1
WordsAe,nested,False,False,uses Java strings; creates Java objects,,possible,True,True,2,True,False,1
SeqLinear,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
Last,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MaxProfit,nested,True,True,,check the corresponding C math-library operation; review helper-method translation,possible,True,True,2,True,True,2
RemoveSplchar,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
NtimesList,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CamelToSnake,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
Validate,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
Repeat,nested,False,False,uses Java collections,,possible,True,True,2,False,False,0
RemoveChar,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
MoveLast,single_path_loop,True,False,,,possible,True,True,1,True,False,1
SubjectMarks,sequential,False,False,uses streams or lambdas; uses Object values,,low,False,False,0,True,False,1
CheckStr,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
Overlapping,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
Find,sequential,True,False,,,possible,False,False,0,False,False,1
ChunkTuples,nested,False,True,uses Java collections,check bitwise and shift translation,possible,True,True,2,False,False,0
FindParity,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
ExtractString,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
FindMinLength,multi_path_loop,True,False,,,low,True,True,1,True,False,1
LongWords,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
FloorMin,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
MulConsecutiveNums,single_path_loop,True,False,,,possible,True,True,1,True,False,1
PerimeterTriangle,sequential,True,False,,,possible,False,False,0,False,False,1
